Estado,Ano,Mês,Unnamed: 0,Mortos,Pessoas,Acidente
PE,2016,March,9112090,28,646,281
PE,2016,May,13106865,32,752,320
PE,2016,November,20390855,24,663,296
PE,2016,October,20393016,35,714,314
PE,2016,September,18024346,36,649,287
PE,2017,April,10251478,27,695,307
PE,2017,August,14164377,33,613,276
PE,2017,December,22370160,36,722,316
PE,2017,February,6674944,25,590,265
PE,2017,January,5093726,20,657,271
PE,2017,July,12502670,27,624,267
PE,2017,June,12305818,30,691,292
PE,2017,March,8154435,23,647,289
PE,2017,May,11870862,28,694,324
PE,2017,November,15962281,25,566,259
PE,2017,October,17371394,33,682,291
PE,2017,September,15311911,36,638,283
PE,2018,April,5639367,23,471,205
PE,2018,August,7640844,18,423,195
PE,2018,December,12797538,28,653,243
PE,2018,February,4095340,27,471,214
PE,2018,January,3522399,32,523,241
PE,2018,July,7914685,27,498,214
PE,2018,June,7224337,23,520,227
PE,2018,March,6127891,16,579,259
PE,2018,May,5982253,25,492,196
PE,2018,November,12224285,20,644,246
PE,2018,October,11547239,26,604,245
PE,2018,September,9761678,31,557,230
PE,2019,April,5136313,24,464,212
PE,2019,August,8397155,22,516,220
PE,2019,December,14041418,22,649,267
PE,2019,February,3780762,22,514,214
PE,2019,January,3341376,33,528,217
PE,2019,July,8621320,28,562,242
PE,2019,June,7013400,26,508,216
PE,2019,March,4798973,23,560,245
PE,2019,May,5600963,31,477,205
PE,2019,November,9827628,25,505,209
PE,2019,October,10847660,28,532,229
PE,2019,September,10849606,24,590,260
PE,2020,April,2582176,15,325,150
PE,2020,August,7972338,30,529,217
PE,2020,December,15089423,28,645,251
PE,2020,February,1645261,25,495,200
PE,2020,January,789203,23,590,242
PE,2020,July,6897849,31,491,219
PE,2020,June,5051534,22,423,191
PE,2020,March,3143381,27,494,228
PE,2020,May,3161609,22,326,144
PE,2020,November,13209802,30,590,243
PE,2020,October,11323250,30,517,234
PE,2020,September,10190253,34,561,240
PE,2021,April,2138427,6,295,125
PE,2021,August,315315,5,69,31
PE,2021,December,339838,2,67,28
PE,2021,February,1454726,22,334,152
PE,2021,January,908387,24,447,168
PE,2021,July,339510,2,68,26
PE,2021,June,386149,4,91,37
PE,2021,March,1991304,22,380,154
PE,2021,May,3140501,16,359,150
PE,2021,November,414887,6,71,33
PE,2021,October,446959,6,91,37
PE,2021,September,406056,2,78,31
PI,2007,April,6690473,10,302,154
PI,2007,August,13083232,9,335,178
PI,2007,December,19137850,13,363,183
PI,2007,February,5190706,18,304,136
PI,2007,January,4525296,17,350,158
PI,2007,July,11532387,10,338,168
PI,2007,June,8361767,16,270,139
PI,2007,March,5654460,12,275,145
PI,2007,May,8070581,7,338,167
PI,2007,November,12659098,6,278,139
PI,2007,October,13554401,14,322,155
PI,2007,September,11817779,16,310,159
PI,2008,April,9644767,19,385,184
PI,2008,August,15728340,15,435,206
PI,2008,December,16884942,21,324,158
PI,2008,February,4870420,10,265,136
PI,2008,January,5187008,14,403,184
PI,2008,July,11919643,19,364,159
PI,2008,June,10640791,12,305,156
PI,2008,March,7038256,11,349,170
PI,2008,May,9608991,13,325,171
PI,2008,November,16271797,14,348,168
PI,2008,October,17150573,9,362,180
PI,2008,September,13097397,8,311,158
PI,2009,April,12889475,18,479,225
PI,2009,August,16715807,20,405,197
PI,2009,December,26690896,15,439,217
PI,2009,February,7364912,13,334,162
PI,2009,January,6204270,17,355,162
PI,2009,July,13955204,18,357,165
PI,2009,June,12951816,15,365,173
PI,2009,March,7851182,13,327,161
PI,2009,May,13723645,17,420,204
PI,2009,November,21706858,20,403,196
PI,2009,October,19747909,14,389,183
PI,2009,September,16438943,19,349,170
PI,2010,April,12862937,18,413,197
PI,2010,August,23042128,17,471,226
PI,2010,December,39509923,26,554,262
PI,2010,February,11215444,15,415,200
PI,2010,January,7854157,15,386,194
PI,2010,July,21268432,15,484,223
PI,2010,June,16249150,18,383,196
PI,2010,March,12363419,18,422,206
PI,2010,May,16526026,13,440,220
PI,2010,November,31541480,17,505,240
PI,2010,October,31290775,23,540,247
PI,2010,September,26582771,13,463,231
PI,2011,April,26078415,24,530,267
PI,2011,August,34822977,22,520,252
PI,2011,December,12488326,24,500,242
PI,2011,February,17341143,19,476,233
PI,2011,January,15242061,10,457,231
PI,2011,July,29909940,22,474,243
PI,2011,June,22038835,21,430,187
PI,2011,March,20214364,19,469,227
PI,2011,May,26481675,24,536,258
PI,2011,November,11212736,14,481,236
PI,2011,October,25729232,18,483,235
PI,2011,September,31841498,19,481,223
PI,2012,April,13736857,18,427,202
PI,2012,August,21153398,13,470,209
PI,2012,December,34258308,30,474,224
PI,2012,February,14588165,20,506,258
PI,2012,January,8893462,23,404,209
PI,2012,July,23101577,16,516,247
PI,2012,June,19720878,22,463,229
PI,2012,March,13938370,17,522,248
PI,2012,May,18474323,20,486,229
PI,2012,November,30404282,26,528,234
PI,2012,October,27096023,13,454,224
PI,2012,September,27669973,17,508,255
PI,2013,April,15838666,19,464,231
PI,2013,August,27772332,17,524,256
PI,2013,December,38462489,35,617,255
PI,2013,February,10758299,9,411,192
PI,2013,January,11773647,11,511,249
PI,2013,July,23987058,12,529,247
PI,2013,June,20512794,22,481,220
PI,2013,March,13664082,14,513,244
PI,2013,May,18098992,20,497,225
PI,2013,November,32480014,15,508,232
PI,2013,October,36681092,17,616,288
PI,2013,September,26361280,9,478,240
PI,2014,April,14158583,11,466,230
PI,2014,August,20945932,22,469,221
PI,2014,December,34450683,35,546,244
PI,2014,February,9261053,9,440,200
PI,2014,January,10634553,21,544,262
PI,2014,July,20426087,20,540,233
PI,2014,June,17199965,15,451,214
PI,2014,March,13974996,17,530,245
PI,2014,May,17077390,15,486,230
PI,2014,November,25090159,25,503,211
PI,2014,October,25409069,21,446,218
PI,2014,September,23495633,17,482,220
PI,2015,April,9746935,9,379,174
PI,2015,August,11688215,13,324,158
PI,2015,December,18500934,21,443,193
PI,2015,February,6702593,10,333,173
PI,2015,January,4802123,18,425,193
PI,2015,July,11977908,17,384,171
PI,2015,June,13169458,22,422,198
PI,2015,March,8579345,9,414,197
PI,2015,May,11485127,8,418,196
PI,2015,November,17044437,15,393,187
PI,2015,October,12682209,13,401,156
PI,2015,September,12411595,14,331,160
PI,2016,April,4743825,9,275,128
PI,2016,August,7083144,12,299,133
PI,2016,December,10618586,12,358,137
PI,2016,February,3159325,12,243,108
PI,2016,January,2937641,9,354,152
PI,2016,July,6736811,12,325,136
PI,2016,June,5327246,14,292,123
PI,2016,March,3827702,18,277,124
PI,2016,May,4208565,17,241,107
PI,2016,November,7218306,13,224,100
PI,2016,October,7395103,10,252,114
PI,2016,September,8367655,11,333,139
PI,2017,April,4073095,14,242,115
PI,2017,August,7749879,12,355,144
PI,2017,December,9466337,27,358,133
PI,2017,February,2405001,20,211,94
PI,2017,January,3056646,19,342,153
PI,2017,July,7338808,19,436,151
PI,2017,June,5569610,24,323,127
PI,2017,March,2915815,10,287,116
PI,2017,May,4512163,16,282,127
PI,2017,November,7667039,18,303,125
PI,2017,October,7702161,16,297,130
PI,2017,September,7109917,14,267,125
PI,2018,April,2843067,14,268,102
PI,2018,August,4344628,14,252,112
PI,2018,December,6232173,23,262,108
PI,2018,February,2348601,9,216,98
PI,2018,January,2306580,15,286,127
PI,2018,July,4654303,12,419,132
PI,2018,June,4540880,6,303,134
PI,2018,March,2696915,10,275,120
PI,2018,May,3020278,10,257,99
PI,2018,November,5672713,22,271,115
PI,2018,October,5051541,11,264,107
PI,2018,September,4963793,13,256,116
PI,2019,April,3038330,18,306,126
PI,2019,August,5221155,13,302,133
PI,2019,December,6377020,8,263,120
PI,2019,February,1835436,8,190,89
PI,2019,January,1775729,17,290,122
PI,2019,July,3797360,7,248,109
PI,2019,June,3627610,12,304,118
PI,2019,March,2423430,12,267,115
PI,2019,May,2762443,12,217,104
PI,2019,November,5209870,15,240,108
PI,2019,October,4076057,18,219,89
PI,2019,September,4831960,9,269,113
PI,2020,April,1189004,7,124,57
PI,2020,August,3640052,10,213,98
PI,2020,December,9354103,26,361,154
PI,2020,February,1146950,12,232,100
PI,2020,January,1024741,11,291,115
PI,2020,July,3217076,13,200,97
PI,2020,June,2465425,13,174,81
PI,2020,March,1516572,10,170,87
PI,2020,May,1999612,4,166,81
PI,2020,November,5781315,18,253,101
PI,2020,October,6390750,12,281,128
PI,2020,September,4488436,21,250,102
PI,2021,April,996200,6,131,58
PI,2021,August,232145,2,39,18
PI,2021,December,128966,1,33,13
PI,2021,February,482706,6,130,57
PI,2021,January,726420,12,181,74
PI,2021,July,273362,3,41,20
PI,2021,June,174759,1,33,14
PI,2021,March,955467,6,203,72
PI,2021,May,1610459,9,145,72
PI,2021,November,158719,1,34,20
PI,2021,October,171820,0,39,15
PI,2021,September,161600,2,27,12
PR,2007,April,24685805,29,1141,544
PR,2007,August,43860588,27,1246,606
PR,2007,December,64208843,23,1331,625
PR,2007,February,18460320,26,1134,523
PR,2007,January,21458185,34,1387,649
PR,2007,July,41499274,41,1349,610
PR,2007,June,33458499,15,1221,563
PR,2007,March,24577541,35,1197,581
PR,2007,May,31003319,31,1176,571
PR,2007,November,52999335,17,1147,583
PR,2007,October,52637924,27,1231,615
PR,2007,September,47848654,28,1294,603
PR,2008,April,42042211,24,1537,755
PR,2008,August,64809327,25,1609,795
PR,2008,December,108117744,25,2037,999
PR,2008,February,29069346,24,1459,732
PR,2008,January,25316296,32,1644,813
PR,2008,July,56150673,29,1618,787
PR,2008,June,50688716,31,1558,762
PR,2008,March,33598265,19,1468,734
PR,2008,May,41381263,19,1409,704
PR,2008,November,84700929,24,1629,838
PR,2008,October,79472223,16,1594,833
PR,2008,September,81686668,24,1852,931
PR,2009,April,60578607,32,1957,961
PR,2009,August,130511085,47,2835,1416
PR,2009,December,235574217,53,3821,1764
PR,2009,February,44418130,32,2011,996
PR,2009,January,41132247,32,2165,1061
PR,2009,July,116513205,74,2889,1387
PR,2009,June,105088982,35,2813,1373
PR,2009,March,54767738,39,2033,1000
PR,2009,May,93123230,62,2748,1351
PR,2009,November,176838583,44,3034,1519
PR,2009,October,152972579,54,2885,1423
PR,2009,September,136132104,54,2732,1356
PR,2010,April,119508610,72,3701,1763
PR,2010,August,173079181,60,3573,1720
PR,2010,December,300703228,73,4480,2052
PR,2010,February,81946996,51,3197,1539
PR,2010,January,69242532,46,3440,1652
PR,2010,July,174031344,53,3930,1880
PR,2010,June,131176266,59,3354,1589
PR,2010,March,94361948,61,3636,1732
PR,2010,May,133624393,66,3790,1772
PR,2010,November,230938137,49,3718,1762
PR,2010,October,217298659,64,3695,1780
PR,2010,September,189553512,69,3569,1743
PR,2011,April,171714356,52,4152,1865
PR,2011,August,246819098,77,4113,1846
PR,2011,December,98354732,44,4271,1940
PR,2011,February,125595261,54,3600,1650
PR,2011,January,126541004,61,4014,1890
PR,2011,July,248370944,70,4531,1960
PR,2011,June,220150819,53,4135,1892
PR,2011,March,148271739,71,3755,1786
PR,2011,May,195407328,82,4030,1890
PR,2011,November,83536461,49,3782,1745
PR,2011,October,236557217,73,4168,1900
PR,2011,September,253801836,54,4036,1824
PR,2012,April,120998890,71,3869,1793
PR,2012,August,171680460,74,3647,1632
PR,2012,December,288052024,90,4316,1948
PR,2012,February,84652050,62,3582,1650
PR,2012,January,66721160,62,3570,1643
PR,2012,July,182157146,73,4154,1886
PR,2012,June,148546765,77,3685,1700
PR,2012,March,93164602,79,3639,1661
PR,2012,May,129631953,61,3571,1660
PR,2012,November,207072994,59,3464,1590
PR,2012,October,224267118,78,4015,1841
PR,2012,September,199267327,69,3710,1745
PR,2013,April,105046666,54,3412,1522
PR,2013,August,178503140,70,3800,1732
PR,2013,December,255695613,76,4160,1763
PR,2013,February,68977236,40,3123,1428
PR,2013,January,63351780,76,3628,1580
PR,2013,July,170487145,79,3942,1767
PR,2013,June,147234724,64,3776,1729
PR,2013,March,96558906,47,3745,1690
PR,2013,May,133783000,59,3663,1742
PR,2013,November,218003365,57,3613,1626
PR,2013,October,190603968,56,3500,1541
PR,2013,September,188375938,72,3597,1667
PR,2014,April,86393397,73,3194,1381
PR,2014,August,136102009,75,3081,1403
PR,2014,December,208608562,77,3470,1568
PR,2014,February,64833665,43,3060,1410
PR,2014,January,53187796,64,3385,1489
PR,2014,July,131301107,66,3118,1471
PR,2014,June,105581761,53,2834,1323
PR,2014,March,76751962,68,3185,1480
PR,2014,May,108336697,65,3241,1491
PR,2014,November,151565682,51,2856,1281
PR,2014,October,159779695,63,3138,1434
PR,2014,September,151406370,80,3229,1446
PR,2015,April,52726202,47,2310,1059
PR,2015,August,76645693,57,2313,1024
PR,2015,December,114603245,53,2678,1177
PR,2015,February,37286627,37,2504,1075
PR,2015,January,27859480,36,2471,1095
PR,2015,July,67966148,58,2162,984
PR,2015,June,69321440,51,2422,1080
PR,2015,March,51968438,48,2554,1206
PR,2015,May,72813398,61,2746,1248
PR,2015,November,84983457,52,2059,982
PR,2015,October,79388963,39,2124,958
PR,2015,September,71577892,45,1960,902
PR,2016,April,33409230,40,2101,940
PR,2016,August,56171500,42,2135,995
PR,2016,December,75083543,77,2277,972
PR,2016,February,23424625,41,1846,883
PR,2016,January,18035766,47,1894,841
PR,2016,July,45626289,59,2013,904
PR,2016,June,42189113,58,2097,929
PR,2016,March,29603012,51,2059,910
PR,2016,May,39238532,53,2010,950
PR,2016,November,58702970,68,1873,856
PR,2016,October,59057592,52,2090,947
PR,2016,September,53640081,63,2032,903
PR,2017,April,28653113,64,1979,855
PR,2017,August,49022116,63,2061,953
PR,2017,December,73719237,36,2312,1033
PR,2017,February,20180485,67,1907,822
PR,2017,January,16285207,47,1857,822
PR,2017,July,41965104,41,1981,885
PR,2017,June,37075562,47,1909,868
PR,2017,March,25939264,57,2085,933
PR,2017,May,35076522,50,2093,942
PR,2017,November,54289254,48,1932,864
PR,2017,October,52519493,50,1892,873
PR,2017,September,46437776,42,1818,839
PR,2018,April,17534167,53,1531,665
PR,2018,August,27051383,43,1517,680
PR,2018,December,36363326,35,1729,678
PR,2018,February,12409679,35,1328,625
PR,2018,January,10843346,27,1582,711
PR,2018,July,23772602,41,1515,641
PR,2018,June,24056226,57,1598,713
PR,2018,March,16931092,30,1686,746
PR,2018,May,15711792,43,1247,518
PR,2018,November,33351339,52,1527,676
PR,2018,October,28255119,35,1426,624
PR,2018,September,28738593,43,1588,674
PR,2019,April,14515479,39,1495,610
PR,2019,August,25292322,38,1564,663
PR,2019,December,34082666,53,1676,649
PR,2019,February,10172408,30,1285,566
PR,2019,January,9392475,37,1616,641
PR,2019,July,23488410,57,1577,668
PR,2019,June,20791275,40,1589,649
PR,2019,March,13328055,47,1475,638
PR,2019,May,18261225,43,1415,639
PR,2019,November,31720681,35,1519,660
PR,2019,October,29536679,45,1518,665
PR,2019,September,27011728,36,1530,660
PR,2020,April,8432106,39,1007,474
PR,2020,August,22545439,44,1375,613
PR,2020,December,38110289,36,1434,635
PR,2020,February,5297638,39,1486,636
PR,2020,January,1904203,45,1377,578
PR,2020,July,17094384,47,1157,543
PR,2020,June,14335981,50,1126,539
PR,2020,March,7510963,33,1248,559
PR,2020,May,13595773,56,1314,620
PR,2020,November,33754296,44,1374,622
PR,2020,October,34309959,48,1645,709
PR,2020,September,27814626,46,1394,656
PR,2021,April,7193047,35,964,420
PR,2021,August,916266,4,212,83
PR,2021,December,1201480,5,210,106
PR,2021,February,3842348,35,1016,421
PR,2021,January,2136134,54,1032,435
PR,2021,July,1226043,7,246,109
PR,2021,June,1172682,6,230,107
PR,2021,March,5128133,34,889,398
PR,2021,May,9292933,33,1002,439
PR,2021,November,1030579,1,177,87
PR,2021,October,1178949,11,249,107
PR,2021,September,1236837,2,204,95
RJ,2007,April,46806194,46,2036,991
RJ,2007,August,65918074,47,1782,904
RJ,2007,December,130417265,42,2636,1255
RJ,2007,February,31080574,35,1886,878
RJ,2007,January,28253992,35,1996,953
RJ,2007,July,70176109,48,2125,1034
RJ,2007,June,56928465,50,1918,928
RJ,2007,March,35894515,33,1821,918
RJ,2007,May,50412555,49,2029,958
RJ,2007,November,87352743,37,1952,963
RJ,2007,October,86563339,28,1990,982
RJ,2007,September,69524303,30,1852,906
RJ,2008,April,54632522,34,2212,1077
RJ,2008,August,89312820,29,2321,1107
RJ,2008,December,155125129,42,2820,1345
RJ,2008,February,36782088,35,2005,990
RJ,2008,January,32844677,42,2279,1099
RJ,2008,July,73471697,51,2210,1024
RJ,2008,June,75220558,68,2493,1137
RJ,2008,March,49087986,29,2300,1088
RJ,2008,May,64417732,40,2191,1061
RJ,2008,November,122566255,46,2521,1185
RJ,2008,October,109701161,29,2466,1161
RJ,2008,September,102706263,42,2325,1160
RJ,2009,April,66872104,33,2335,1120
RJ,2009,August,113448352,43,2671,1269
RJ,2009,December,176029675,42,2861,1378
RJ,2009,February,46066319,43,2430,1112
RJ,2009,January,36710909,25,2421,1147
RJ,2009,July,95333359,26,2532,1194
RJ,2009,June,74942245,49,2224,1087
RJ,2009,March,59474071,47,2522,1200
RJ,2009,May,73691280,38,2335,1147
RJ,2009,November,136991160,49,2535,1184
RJ,2009,October,126250651,40,2495,1202
RJ,2009,September,110406793,34,2355,1167
RJ,2010,April,80650671,41,2553,1223
RJ,2010,August,140522431,55,2848,1365
RJ,2010,December,262449825,54,3857,1785
RJ,2010,February,60395243,33,2488,1200
RJ,2010,January,63669922,31,2913,1365
RJ,2010,July,129986209,38,2937,1369
RJ,2010,June,101033263,38,2396,1157
RJ,2010,March,78612767,37,2736,1318
RJ,2010,May,95731635,52,2740,1285
RJ,2010,November,182109934,65,2806,1374
RJ,2010,October,178650422,42,3095,1452
RJ,2010,September,171956754,46,3107,1542
RJ,2011,April,146507942,40,3314,1580
RJ,2011,August,201113751,48,3064,1497
RJ,2011,December,85600659,54,3639,1687
RJ,2011,February,102005346,44,2841,1360
RJ,2011,January,99853134,35,3253,1527
RJ,2011,July,190553831,47,3151,1530
RJ,2011,June,158681284,43,3009,1388
RJ,2011,March,127232039,52,2982,1477
RJ,2011,May,168660170,53,3314,1620
RJ,2011,November,78963423,56,3155,1553
RJ,2011,October,183092088,40,3167,1527
RJ,2011,September,213457954,47,3113,1533
RJ,2012,April,90870095,41,2785,1352
RJ,2012,August,146519353,47,2916,1370
RJ,2012,December,230994959,64,3372,1569
RJ,2012,February,70534982,42,2954,1366
RJ,2012,January,61249437,38,3251,1549
RJ,2012,July,140008634,56,3145,1439
RJ,2012,June,125891858,57,3112,1458
RJ,2012,March,84334386,41,3037,1466
RJ,2012,May,110082420,25,2888,1381
RJ,2012,November,198540056,68,3169,1473
RJ,2012,October,186904462,53,3108,1500
RJ,2012,September,174842939,44,3094,1508
RJ,2013,April,99588583,39,2914,1399
RJ,2013,August,148006021,54,3073,1432
RJ,2013,December,206290597,44,3020,1372
RJ,2013,February,70116832,32,2758,1253
RJ,2013,January,59285884,46,2960,1420
RJ,2013,July,144369871,54,3193,1459
RJ,2013,June,125465486,40,2935,1379
RJ,2013,March,81555792,51,3031,1459
RJ,2013,May,115405368,48,3063,1474
RJ,2013,November,215827945,54,3453,1571
RJ,2013,October,174752564,39,3047,1422
RJ,2013,September,163528319,63,3092,1426
RJ,2014,April,80656142,50,2812,1255
RJ,2014,August,120396539,50,2681,1245
RJ,2014,December,186975068,43,3090,1384
RJ,2014,February,61336089,43,2685,1279
RJ,2014,January,52301613,45,3094,1393
RJ,2014,July,111466916,42,2639,1203
RJ,2014,June,92514761,44,2536,1125
RJ,2014,March,68364222,43,2651,1255
RJ,2014,May,96896722,49,2742,1272
RJ,2014,November,168314000,46,2905,1370
RJ,2014,October,160818674,47,3020,1400
RJ,2014,September,130153201,35,2725,1222
RJ,2015,April,42172002,46,2064,932
RJ,2015,August,50013390,42,1496,698
RJ,2015,December,62000002,31,1779,696
RJ,2015,February,30299794,22,1986,933
RJ,2015,January,24410714,42,2180,985
RJ,2015,July,44186473,34,1447,666
RJ,2015,June,45214078,24,1534,719
RJ,2015,March,38629164,25,1999,974
RJ,2015,May,60901202,36,2253,1070
RJ,2015,November,57309369,29,1554,705
RJ,2015,October,48198990,41,1347,623
RJ,2015,September,40778852,29,1252,569
RJ,2016,April,21390375,28,1219,557
RJ,2016,August,30927137,26,1094,541
RJ,2016,December,42138768,38,1229,561
RJ,2016,February,12943646,26,1038,448
RJ,2016,January,10957854,36,1133,513
RJ,2016,July,26099652,26,1207,510
RJ,2016,June,20167099,31,1042,459
RJ,2016,March,17090725,30,1191,516
RJ,2016,May,20520781,27,1058,494
RJ,2016,November,34665334,38,1105,514
RJ,2016,October,34751899,33,1114,536
RJ,2016,September,28933714,31,1028,469
RJ,2017,April,17335503,34,1163,520
RJ,2017,August,26840992,37,1129,534
RJ,2017,December,38411122,39,1260,531
RJ,2017,February,10983363,23,935,431
RJ,2017,January,9781071,26,1123,475
RJ,2017,July,22669959,29,1107,487
RJ,2017,June,20215490,26,1047,482
RJ,2017,March,14073708,24,1053,473
RJ,2017,May,19053539,29,1101,516
RJ,2017,November,33650133,26,1093,514
RJ,2017,October,33570931,19,1203,545
RJ,2017,September,25290526,29,991,459
RJ,2018,April,10062171,19,891,363
RJ,2018,August,15023920,27,849,375
RJ,2018,December,24924283,39,1075,442
RJ,2018,February,8434999,18,836,371
RJ,2018,January,6411756,21,989,413
RJ,2018,July,13182319,21,882,368
RJ,2018,June,11853320,18,782,359
RJ,2018,March,9997879,23,1051,413
RJ,2018,May,9961457,15,759,320
RJ,2018,November,19054066,25,955,384
RJ,2018,October,19901416,24,947,426
RJ,2018,September,14834557,26,771,341
RJ,2019,April,8722330,33,874,361
RJ,2019,August,15894698,27,955,401
RJ,2019,December,24378259,33,1076,447
RJ,2019,February,6421665,28,840,358
RJ,2019,January,5765464,39,944,396
RJ,2019,July,13407324,27,950,394
RJ,2019,June,11626134,33,909,377
RJ,2019,March,7261044,21,797,353
RJ,2019,May,10023458,28,831,370
RJ,2019,November,18954440,19,894,381
RJ,2019,October,16191362,36,886,366
RJ,2019,September,17198861,29,933,402
RJ,2020,April,3807321,24,465,219
RJ,2020,August,14865870,26,887,402
RJ,2020,December,26572700,31,1042,442
RJ,2020,February,3000484,18,883,353
RJ,2020,January,1161653,21,928,356
RJ,2020,July,11402797,21,826,364
RJ,2020,June,7943235,14,644,297
RJ,2020,March,4271555,22,685,315
RJ,2020,May,6341921,20,603,291
RJ,2020,November,21351911,19,966,393
RJ,2020,October,19589550,16,910,405
RJ,2020,September,16863083,40,967,397
RJ,2021,April,3820443,17,535,228
RJ,2021,August,593130,6,121,50
RJ,2021,December,1074427,6,199,84
RJ,2021,February,2310824,18,589,252
RJ,2021,January,1640956,22,718,307
RJ,2021,July,816058,1,152,64
RJ,2021,June,654483,2,148,60
RJ,2021,March,3810209,20,714,299
RJ,2021,May,6349236,22,673,300
RJ,2021,November,578055,4,123,55
RJ,2021,October,783071,6,175,72
RJ,2021,September,815771,1,165,68
RN,2007,April,9837438,18,494,227
RN,2007,August,20584746,9,606,281
RN,2007,December,29623686,16,620,289
RN,2007,February,8981919,18,535,240
RN,2007,January,8475539,21,609,281
RN,2007,July,15680114,11,511,230
RN,2007,June,14529662,12,508,242
RN,2007,March,9396428,19,472,217
RN,2007,May,12962158,15,519,254
RN,2007,November,22962419,5,541,244
RN,2007,October,25544477,16,650,298
RN,2007,September,21200991,8,582,264
RN,2008,April,13625167,15,610,270
RN,2008,August,21447008,10,578,263
RN,2008,December,28915004,17,559,261
RN,2008,February,9902316,14,550,256
RN,2008,January,7124059,13,491,236
RN,2008,July,14189135,11,417,198
RN,2008,June,5995188,5,224,100
RN,2008,March,11802762,12,569,267
RN,2008,May,16614571,14,593,277
RN,2008,November,25162869,10,526,252
RN,2008,October,24715883,10,540,255
RN,2008,September,20509958,8,503,238
RN,2009,April,14839983,12,555,263
RN,2009,August,24497878,13,572,268
RN,2009,December,41809841,12,756,346
RN,2009,February,10181177,13,561,248
RN,2009,January,10565849,13,594,278
RN,2009,July,24881186,20,643,302
RN,2009,June,19087078,7,567,263
RN,2009,March,12505514,7,526,252
RN,2009,May,17873382,6,637,286
RN,2009,November,30214632,7,557,260
RN,2009,October,28227135,16,604,272
RN,2009,September,26446743,14,617,277
RN,2010,April,19304765,22,626,285
RN,2010,August,33860556,13,704,320
RN,2010,December,54264767,21,813,372
RN,2010,February,15674548,17,621,278
RN,2010,January,13389662,13,709,329
RN,2010,July,28884208,14,650,301
RN,2010,June,24239369,20,625,286
RN,2010,March,19231996,17,716,334
RN,2010,May,25570189,15,799,356
RN,2010,November,45888903,15,761,348
RN,2010,October,44440304,13,787,372
RN,2010,September,39720087,14,742,354
RN,2011,April,33996707,17,830,368
RN,2011,August,50166409,12,772,366
RN,2011,December,17269250,14,749,338
RN,2011,February,23337579,16,662,304
RN,2011,January,24250392,20,814,370
RN,2011,July,43752876,22,745,352
RN,2011,June,36155876,12,674,319
RN,2011,March,25102056,15,606,294
RN,2011,May,35641126,16,709,337
RN,2011,November,13977405,15,752,327
RN,2011,October,43335275,14,811,378
RN,2011,September,46325413,10,704,330
RN,2012,April,21867176,18,664,319
RN,2012,August,33003034,14,692,320
RN,2012,December,42382384,24,675,303
RN,2012,February,14514460,11,685,316
RN,2012,January,12439977,19,713,338
RN,2012,July,31630170,13,630,309
RN,2012,June,28018552,10,698,319
RN,2012,March,16469561,14,568,279
RN,2012,May,26829751,19,760,350
RN,2012,November,41921566,24,703,310
RN,2012,October,44278270,16,798,369
RN,2012,September,38691583,25,751,336
RN,2013,April,21633397,12,682,315
RN,2013,August,39008889,14,753,358
RN,2013,December,52020750,25,820,348
RN,2013,February,17035862,8,682,312
RN,2013,January,13308585,18,740,350
RN,2013,July,30816247,25,716,324
RN,2013,June,27213082,17,666,301
RN,2013,March,20936408,21,840,374
RN,2013,May,23834120,16,649,303
RN,2013,November,46270708,15,798,330
RN,2013,October,42850407,23,751,338
RN,2013,September,37051826,14,708,322
RN,2014,April,22265310,14,734,338
RN,2014,August,31550515,12,688,318
RN,2014,December,38619534,14,653,290
RN,2014,February,14522466,13,598,285
RN,2014,January,13065916,14,711,328
RN,2014,July,23826994,10,564,268
RN,2014,June,24024779,9,638,287
RN,2014,March,17922557,14,701,332
RN,2014,May,24368331,16,684,321
RN,2014,November,38896511,11,673,310
RN,2014,October,34354589,6,656,298
RN,2014,September,31953803,17,654,300
RN,2015,April,12195888,20,542,247
RN,2015,August,12985915,16,396,183
RN,2015,December,15314759,30,420,174
RN,2015,February,8745653,16,564,241
RN,2015,January,6237884,12,527,242
RN,2015,July,12495000,12,416,190
RN,2015,June,15818608,9,516,244
RN,2015,March,8869419,27,522,235
RN,2015,May,14203704,11,515,244
RN,2015,November,15084524,9,405,183
RN,2015,October,12576085,13,350,160
RN,2015,September,13510874,10,396,178
RN,2016,April,4918360,9,289,133
RN,2016,August,7521009,13,324,132
RN,2016,December,9530904,16,291,132
RN,2016,February,3495312,10,262,123
RN,2016,January,3354758,18,367,164
RN,2016,July,8778498,13,373,173
RN,2016,June,6017851,8,293,132
RN,2016,March,4007235,9,294,124
RN,2016,May,5534425,12,303,131
RN,2016,November,7460373,11,242,107
RN,2016,October,8265492,13,283,123
RN,2016,September,9143212,12,358,152
RN,2017,April,4271143,12,291,122
RN,2017,August,5837783,16,267,119
RN,2017,December,9957092,16,334,141
RN,2017,February,2895585,4,265,115
RN,2017,January,2556389,12,267,114
RN,2017,July,6153588,13,292,128
RN,2017,June,5098715,16,268,122
RN,2017,March,4098427,6,304,136
RN,2017,May,4051239,7,260,113
RN,2017,November,7185594,15,234,109
RN,2017,October,8892325,13,321,140
RN,2017,September,5910509,9,233,98
RN,2018,April,2919814,14,239,107
RN,2018,August,5494581,10,289,129
RN,2018,December,7266164,8,335,137
RN,2018,February,2412585,11,294,125
